Artist,Total Streams
"Kodak Black, PnB Rock",18100082
"Kodes, Sansar Salvo, Cash Flow, Defkhan",94041
"Kofs, Alonzo",1082691
"Kofs, Kaaris",1234139
"Kofs, Naps",348806
"Kofs, SCH",75318
"Kojo Funds, Kano",79304
"Kokab, Beatchild",289177
"Koky, Viktor Sheen",7290
"Kollegah, Asche",2304560
"Kollegah, Cam’ron",83072
"Kollegah, DJ Arow",1351009
"Kollegah, Farid Bang",18773297
"Kollegah, Farid Bang, 18 Karat, Jigzaw, Summer Cem, King Khalil",347540
"Kollegah, Farid Bang, 18 Karat, Summer Cem, Capital Bra, King Khalil",4217548
"Kollegah, Farid Bang, Asche",577006
"Kollegah, Farid Bang, Musiye",3538302
"Kollegah, Majoe",718253
"Kollegah, Young Latino",1552333
"Konata Small, Crispin",4792
"Konex, Decky",10243
"Konex, Decky, Karlo, Nik Tendo",6385
"Konex, Decky, Karlo, Yzomandias",3559
"Konex, Decky, Nik Tendo",18039
"Konex, Decky, Yzomandias",7052
"Konex, Kamil Hoffmann",383687
"Konex, Kamil Hoffmann, Fobia Kid",16409
"Konex, Kamil Hoffmann, Hasan",13712
"Konex, Kamil Hoffmann, Nik Tendo",43655
"Kongsted, AXI",24274
"Kongsted, Marwo, GC",172462
"Kongsted, Temmpo",9511
"Konnie Metaxa, Tasos Xiarcho",5513
"Konstantin, Medi",42616
"Kontra K, AK AUSSERKONTROLLE",3340485
"Kontra K, Luciano, The Cratez",12308589
"Kontrafakt, Attila Vegh, Gleb",5740
"Kontrafakt, Calin, Viktor Sheen",284281
"Kontrafakt, Dalyb, Dokkeytino, Mirez, Zayo",76603
"Kontrafakt, Ektor, Separ",3285
"Kontrafakt, Gleb, Attila Végh",799323
"Kontrafakt, Laris Diam",3995
"Kontrafakt, Medial Banana",614721
"Kontrafakt, Mirez, Dalyb, Dokkeytino, Zayo",46160
"Kontrafakt, Mirez, Dalyb, Zayo, Dokkeytino",2322003
"Kontrafakt, Samey",536151
"Kontrafakt, Sima",1143280
"Kontrafakt, Viktor Sheen, Calin",2566765
"Kool Savas, MEL",919914
"Kool Savas, Nessi",24652114
"Kool Savas, SDP",344528
"Kool Savas, Sido, Nico Santos",231439
"Koomz, Sneakbo",941287
"Koosen, Strange Fruits Music",439154
"Kores, Moradzo, MW, DeMozah, Leslie",2956
"Kosso, Ali B, Boef",193424
"Kosso, Dorentina",250798
"Kosso, Soufiane Eddyani",89540
"Kosso, Woenzelaar",111696
"Kova, Amber J, Bjerglund",10566
"Kozmos, Anıl Piyancı",1113559
"Kozmos, Khontkar",2046760
"Kraantje Pappie, Bizzey",5916084
"Kraantje Pappie, Bizzey, Jonna Fraser",8946194
"Kraantje Pappie, Guus Meeuwis",10289771
"Kraantje Pappie, Joshua Nolet",22743738
"Kraantje Pappie, Josylvio",622510
"Kraantje Pappie, Lucas & Steve",20719
"Kraantje Pappie, Mick Spek",38497
"Kraantje Pappie, S10",268459
"Kraantje Pappie, Sevn Alias",230429
"Krabba Mane, Birgir Hákon, Herra Hnetusmjör",144705
"Krabba Mane, Bngrboy",20378
"Krabba Mane, Bngrboy, Birgir Hákon, Herra Hnetusmjör",3571
"Krabba Mane, Bngrboy, Joey Christ",4179
"Kreisais Krasts, MaDJooE",58188
"Krept & Konan, Bugzy Malone, SL, Morrisson, Abra Cadabra, Rv, Snap Capone",938896
"Krept & Konan, D-Block Europe, Ling Hussle",3392190
"Krept & Konan, Headie One, K-Trap",459564
"Krept & Konan, MoStack",880588
"Krept & Konan, Spice, Tory Lanez",487301
"Krept & Konan, Stormzy, Cadet",307866
"Krept & Konan, Tabitha",66304
"Krept & Konan, WizKid",3299678
"Kris Kringle's, Olga Chung",28380
"Kris Kross Amsterdam, Ally Brooke, Messiah",446938
"Kris Kross Amsterdam, Conor Maynard",5681087
"Kris Kross Amsterdam, Kraantje Pappie, Tabitha",32179710
"Kris Kross Amsterdam, Maan, Tabitha",62285375
"Kris Kross Amsterdam, Nielson",15881963
"Kris Kross Amsterdam, The Boy Next Door",215688371
"Kris Kross Amsterdam, Tino Martin, Emma Heesters",14533338
"Krisko, Dim4ou, Boro Purvi",5393
"Krisko, Slavi Trifonov",1014
"Kristen Bell, Idina Menzel, Josh Gad, Jonathan Groff, Cast of Frozen 2",2888465
"Kryštof, Sima Martausová",658224
"Kryštof, Tomas Klus",10444
"Króli, JóiPé",39070
"Krúbi, Killakikitt",616198
"Krúbi, Té",1972
"Ku De Ta, Joe Stone",3246
"Kuban, Szpaku",263761
"Kube, Cledos",6486468
"Kube, Eevil Stöö",216724
"Kube, Jakob",16460
"Kube, Kari Tapiiri",9326
"Kube, Matti8, Jakob",10280
"Kube, Matti8, Mari Johanna, Jakob, SEXGANG",10717
"Kube, NCO",71465
"Kube, Reino Nordin",10002
"Kubi Producent, Białas",2500456
"Kubi Producent, Kaz Bałagane",89477
"Kubi Producent, Żabson",68987
"Kubi Producent, Żabson, Young Multi",5132631
"Kubilay Aka, Hayko Cepkin",6303354
"Kubilay Karça, Allame",162018
"Kubilay Karça, Şehinşah",9147824
"Kumachan, Julia Wu",2954322
"Kumachan, 大支, TroutFresh, ØZI, Julia Wu, Barry",24120
"Kumachan, 滴妹",82457
"Kumachan, 豹子膽",56669
"Kumbia Kings, A.B. Quintanilla III, Pee Wee Gonzalez",1288
"Kumi Koda, AKLO",1145
"Kungs, Ephemerals",4099538
"Kungs, Jamie N Commons",25982
"Kungs, Olly Murs, Coely",689353
"Kungs, Stargate, Josh Golden",5013683
"Kuningas Pähkinä & Setä Tamu, Vesku Jokinen",65920
"Kurdo, Kollegah, Farid Bang",173560
"Kurdo, Majoe",804283
"Kurt Nilsen, The Norwegian Radio Orchestra",20313995
"Kuselofte, Postgirobygget",1689808
"Kvelertak, Nate Newton",12790
"Kwan Gor, JW",35521
"Kwiish SA, BRG, C'buda M",42346
"Kyd the Band, Elley Duhé",99831
"Kygo, Andrew Jackson",2543319
"Kygo, Chelsea Cutler",50064266
"Kygo, Conrad Sewell",746048
"Kygo, Dreamlab",110197
"Kygo, Ellie Goulding",49915268
"Kygo, Haux",13678
"Kygo, Imagine Dragons",396483408
"Kygo, Jamie N Commons",364586
"Kygo, Joe Janiak",15752
"Kygo, Justin Jesso",64946183
"Kygo, Kim Petras",6660916
"Kygo, Labrinth",501760
"Kygo, Miguel",366235052
"Kygo, Oh Wonder",67787
"Kygo, OneRepublic",116367791
"Kygo, Parson James",927995
"Kygo, Patrick Droney, Petey Martin",56383
"Kygo, Rhys Lewis",13747
"Kygo, Rita Ora",203631259
"Kygo, Sam Tinnesz",15526
"Kygo, Sandro Cavazza",320161426
"Kygo, Sasha Sloan",31139989
"Kygo, Selena Gomez",363392
"Kygo, St. Lundi",100087
"Kygo, Valerie Broussard",53744005
"Kygo, Whitney Houston",611718216
"Kygo, Zac Brown",46484
"Kygo, Zak Abel",19182517
"Kygo, Zara Larsson, Tyga",97285576
"Kyle Watson, Kylah Jasmine",3462
"Kynda Gray, RIN",2173636
"KÁ-AKÁ, Helgi Sæmundur",1240
"KÖK$VL, Lil Zey",4831789
"Kór Bústaðarkirkju, Egill Ólafsson, Björgvin Halldórsson",52034
"Kór Öldutúnsskóla, Halla Margret Arnadottir, Björgvin Halldórsson, Eirikur Hauksson",136886
"KęKę, Andrzej Grabowski",116973
"KęKę, Białas",783292
"KęKę, Grizzlee",1791253
"KęKę, Jan Siara",80155
"KęKę, Kasia Grzesiek",125779
"KęKę, Paluch, Worek",53151
"KęKę, Paweł Domagała",89989
"KęKę, Sarsa",96573
"KęKę, Sebastian Riedel",52899
"L'Algérino, Boef",2157522
"L'Algérino, Sofiane",40656
"L'Algérino, Soolking",1385595
"L'Algérino, Soprano",44767
"L'Algérino, Soprano, Naps, Alonzo",481436
"L1NA, Einár, KD",73120
"LA Vision, Gigi D'Agostino",290132
"LA$$A, Ashafar, Sjaak, Young Ellens",4503908
"LA$$A, Frsh, LouiVos, Young Ellens",1054220
"LA$$A, Jack, Hef",515422
"LA$$A, LouiVos, Geechi, Frsh",1675913
"LANY, Julia Michaels",6972506
"LEA, Capital Bra",9457314
"LEA, Cyril aka Aaron Hilmer",24368526
"LEWO, Naci Berktaş, Ayben",65209
"LEX, Ortiz",1851169
"LFERDA, Guzman",34989
"LFERDA, KDK",22217
"LFERDA, Tagne",19075
"LFERDA, Witness, kouz1",48548
"LIAMOO, Steerner, Hechmann",24794
"LIBA, EAZ",5296
"LIBERATO, 3D",271819
"LIBERATO, 3D, GAIKA",395600
"LIFE, Eevil Stöö",10540
"LIL BLU£PRINT, Karasine",69856
"LILBRO, Joe L",160333
"LIZOT, Holy Molly",194447
"LMEN PRALA, FIGURA, KONDOR",54835
"LOKE, Gaute Ormåsen",3131893
"LOKE, Morgan Sulele",1742866
"LON3R JOHNY, Fínix MG",1518254
"LOTTE Thakorn, Ice Tamonwan",498942
"LOUDPVCK, Botnek",2551
"LOUJAY, Squiz Nine, Pash, IGNI",1731
"LUCKY TAPES, Chara",58100
"LUDMILLA, Anitta",38807263
"LUDMILLA, DJ Will22",10174662
"LUDMILLA, Ivete Sangalo",613676
"LUDMILLA, Leo Santana",70913384
"LUDMILLA, Marvvila",134153
"LUDMILLA, Topo La Maskara, Walshy Fire",49541948
"LUM!X, D.T.E, Gabry Ponte",18741198
"LUM!X, Gabry Ponte",52055942
"LVNDSCAPE, Cathrine Lassen",802807
"LVNDSCAPE, Kaptan",452612
"LVNDSCAPE, Rat City",1409248
"LX, Bonez MC",770845
"LX, Maxwell",16872922
"LX, Maxwell, Bonez MC",5191496
"LX, Maxwell, Bonez MC, Gzuz, Sa4",34259312
"LX, Maxwell, Bonez MC, Gzuz, Sa4, Fatal",492995
"LX, Maxwell, Estikay",254003
"LX, Maxwell, Fatal",322360
"LX, Maxwell, Gzuz",923951
"LX, Maxwell, Gzuz, Gallo Nero",10839603
"LX, Maxwell, Sa4",525977
"LX, Maxwell, Sa4, Gallo Nero",505874
"LX, Maxwell, The Cratez",2076823
"La Banda De Lechuga, Kevo DJ",836452
"La Bomba de Tiempo, WOS, Baltasar Comotto",1335
"La Dupla, Martín Piña, Toto Riva",8499
"La Factoria, Eddy Lover",222337
"La Faraona, Ramita",19057
"La Franela, Emiliano Brancciari",26347
"La Gran Banda Caleña, Jorge Solís",58109
"La Insuperable, Cromo X",51048
"La Insuperable, Cromo X, De La Ghetto",33988
"La La Love You, Axolotes Mexicanos",34691
"La Manta, Welo Fama, TYS Musica, Bulova",11985
"La Nueva Escuela, Omar Montes",46269665
"La Reserva, Chule Von Wernich",30543
"La Sandonga, Gerardo Nieto",40228
"La Secta AllStar, Eddie Dee",46763
"La Sonora Dinamita, Carlos Piña",20853
"La Sonora Dinamita, Kika Edgar",5141
"La Sonora Dinamita, Lucho Argain",4349
"La Sonora Dinamita, Lucho Argain, La India Meliyará",27795
"La Sonora Dinamita, Margarita",10938
"La Sonora Dinamita, Rodolfo Aicardi",5089
"La Synesia, 4Keus",65998
"La Vela Puerca, Raly Barrionuevo",88270
"LaLa Hsu, Mao Buyi",57517
"LaNuestra, Chirola",3740
"Labello, CA$HANOVA BULHAR",879391
"Labrinth, Zendaya",18936025
"Lacrim, 6ix9ine",2458067
"Lacrim, Booba",3081242
"Lacrim, Brulux",672997
"Lacrim, Cheb Mami",338644
"Lacrim, Damso",4228861
"Lacrim, French Montana",580777
"Lacrim, GIMS",1230776
"Lacrim, Ghali",1259959
"Lacrim, Kayna Samet",503891
"Lacrim, M Huncho, 3robi",347487
"Lacrim, Ninho",233000
"Lacrim, Oxmo Puccino",298492
"Lacrim, Rick Ross",604862
"Lacrim, Rimkus",592074
"Lacrim, SCH",778326
"Lacrim, Snoop Dogg",811627
"Lacrim, Soolking",3529169
"Lacrim, Soso Maness",5196896
"Lady Gaga, Bradley Cooper",-2131902958
"Lady Gaga, Colby O'Donis",130294
"Ladysmith Black Mambazo, P.J. Powers",3452
"Ladysmith Black Mambazo, Thandiswa, Bhekumuzi Luthuli, Hugh Masekela",1657
"Lagum, Cynthia Luz",780525
"Lagum, IZA",109528
"Laguna, Ivy Alex",1005
"Lai'jhon Hawkins, Kafani",10566
"Laidback Luke, Ralvero",25537
"Lakserytteren, Pngmskn",33434
"Lalo Ebratt, J Balvin, Trapical",45995252
"Lalo Ebratt, Juanes, Skinny Happy, Yera, Trapical",83434
"Lalo Ebratt, Manuel Turizo",665148
"Lalo Ebratt, Sebastian Yatra, Yera, Trapical Minds",89762085
"Lalo Ebratt, Tainy",49098
"Lalo Ebratt, Trapical",26800253
"Lalo Ebratt, Yera, Skinny Happy, Trapical",39040
"Lamix, Jireel",531766
"Lamix, Mwuana, Jireel, Blizzy, Elias Abbas",7032580
"Landaboi$, Króli",5900
"Landy Wen, Jay Chou",3618
"Landy, Dadju",16037090
"Landy, Heuss L'enfoiré",739177
"Landy, Hornet La Frappe",4948311
"Landy, Jul",788088
"Landy, Kaaris, Sofiane",1225534
"Landy, Marwa Loud",666422
"Landy, Naza",122999
"Lanek, Białas, Reto",840886
"Lanek, Żabson, Smolasty, Kizo",3587310
"Lange Frans & Baas B, Lange Frans, Baas B",1683806
"Lange Frans & Baas B, Lange Frans, Baas B, Nol Havens",28324
"Lange Frans, Baas B",52075
"Langesjaak, Joyba",186637
"Lani Mo, K27",940362
"Lani Mo, Ricky Rich",2381827
"Lani Mo, Ricky Rich, Thrife, Dree Low, Blizzy, Nathan K",2279241
"Lao Ra, C. Tangana",585285
"Lapiz Conciente, Bulin47",6179
"Lapiz Conciente, Ceky Viciny, Chiki El De La Vaina",1227
"Lapiz Conciente, EL POTE ESTILO CON FILO",3666
"Lapiz Conciente, Gatillero 23, El Experimento, Chosen RD",4625
"Lapiz Conciente, Leslie Grace",7130
"Lapiz Conciente, Magic Juan, Happy Colors",7608
"Lapiz Conciente, Nacho",16209
"Lapiz Conciente, Negro Hp",7659
"Lapiz Conciente, Quimico Ultra Mega",11090
"Lapiz Conciente, Quimico Ultra Mega, Julio Restituyo, Gatillero 23, Chosen RD",3726
"Larry 44, Sivas",509222
"Larry, RK",16852878
"Lars Vaular, Myra",12982
"Lars Vaular, Röyksopp",565331
"Lars Vaular, Unge Ferrari",72770
"Lars Winnerbäck, Miss Li",437744
"Lars-Erik Larsson, Arild Feldborg, Finn Bø, Gardemusikken",86172
"Larsiveli, Vin og Rap",15241
"Lartiste, 7ari",335925
"Lartiste, DA Uzi, Don Milli",345232
"Lartiste, Eva",610223
"Lartiste, Heuss L'enfoiré",333193
"Lartiste, KAROL G",5333061
"Lartiste, Koba LaD",52156
"Lartiste, Landy",1606607
"Lartiste, Naza",1122656
"Lartiste, Sofiane",47848
"Lartiste, Sofiane, Kaaris",471292
"Lary Over, Amenazzy, Farruko",4118033
"Lary Over, Anuel AA",9270
"Lary Over, Farruko",386829
"Lary Over, Farruko, El Alfa, Lirico En La Casa",698559
"Lary Over, Lirico En La Casa",24888903
"Lary Over, Liro Shaq, Quimico Ultra Mega",18111
"Lary Over, Zion & Lennox",238176
"Lary Over, Ñejo",2214
"Lary, Negra Li",856504
"Las Chuches, Daviles de Novelda",2182778
"Lasso, Cami",15562166
"Lasso, Danna Paola",8867791
"Late Night Alumni, Kaskade",2360
"Latgalīšu Reps, D.O.D",8788
"Latifah, 3robi",565903
"Latifah, Ali B, Dyna, D-Double",162627
"Latifah, Chivv",478855
"Latifah, Clandistino",10833555
"Latifah, Henkie T, NAVI",409885
"Latifah, Tabitha, Kaylin",80289
"Latin Fresh, Jason Derulo, Prince Balboa",343198
"Lauana Prado, Maiara & Maraisa",138833928
"Laura, KOIT TOOME",6945
"Lauri Haav, Justsesomali, Gettomasa",19081
"Lauri Haav, TIPPA",10418
"Lauris Reiniks, Dzeguzīte",11359
"Lauris Reiniks, Lily",1193
"Lauv, Anne-Marie",284677872
"Lauv, LANY",186674011
"Lauv, Troye Sivan",710017549
"Lauwtje, D-Double",31308
"Lauwtje, Famke Louise, Poke",4009095
"Lauwtje, Hansie, Josylvio",1422630
"Lauwtje, Josylvio, Esko",287958
"Lauwtje, Young Ellens",227740
"Lavaado, Cub$kout",4245754
"Lavrentis Machairitsas, Babis Stokas",5044
"Lavrentis Machairitsas, Dionisis Tsaknis",6306
"Lavrentis Machairitsas, Dionysis Savvopoulos",7174
"Lavrentis Machairitsas, Pix Lax",11242
"Lawineboys, DJ Jerome",56798
"Lay Low, Ragnar Bjarnason",10938
"Lazyloxy, Maiyarap",2301646
"Lazyloxy, Maiyarap, OG-ANIC, UrboyTJ",5857
"Lazyloxy, OG-ANIC, UrboyTJ",1418567
"Lazza, Low Kidd",8886504
"Lazza, Luche",3001598
"Laïoung, Guè Pequeno",233084
"Lbenj, Hazim Jam",265773
"Lbenj, Mounim Slimani, DJ Med",358371
"Lbenj, Warri",11150
"Le Fvbelos, SHRTY",195990
"Le Fvbelos, ibe",30142
"Lea Salonga, Brad Kane",149712
"Leafs, JoeyAK",29353
"Leafs, Ramiks",5539534
"Leafs, Sevn Alias",95283
"League of Legends, 2WEI, Edda Hayes",9764
"League of Legends, Against The Current",702084
"League of Legends, Alan Walker, Against The Current, Mako",68178
"League of Legends, BOBBY, Mako, The Glitch Mob, The Word Alive",2397
"League of Legends, Cailin Russo, Chrissy Costanza",517081
"League of Legends, The Glitch Mob, Mako, The Word Alive",795061
"League of Legends, Valerie Broussard, Ray Chen",309606
"Ledri Vula, Lyrical Son",78806
"LeeHi, B.I",4861869
"LeeHi, CHOI HYUN SUK of TREASURE",55305
"LeeHi, GSoul",14474
"Leebrian, Cauty, Rauw Alejandro, Brray, Feid",385966
"Leehleza, Mfr Souls",1592
"Leehom Wang, Jane Zhang",3305
"Lees y Feer, Lucas Cliff",279773
"Left Boy, Ferdinand",13158
"Legarda, Diego Val, Dj Towa",54482
"Legarda, Dylan Fuentes",143322
"Legarda, Luisa Fernada W, Itzza Primera",506056
"Legarda, Ryan Roy, Dejota2021",373857
"Legendboy, OZH",6291
"Legendboy, Sk Mtxf",12466
"Leka el Poeta, Mishelle Master Boy, DJ Yayo",441103
"Lele Blade, Luche",530621
"Lele Pons, Fuego",1127241
"Lellow, Saliboy",5867204
"Lemaitre, Jennie A.",81438
"Lena, Nico Santos",38991975
"Lenin Ramírez, Gerardo Ortiz, Jesús Chairez",2692063
"Lenin Ramírez, Grupo Firme",32189416
"Lenin Ramírez, T3R Elemento",9433804
"Lennis Rodriguez, Denyerkin",1197668
"Lenny Tavárez, Cosculluela",195645
"Lenny Tavárez, Justin Quiles",27026606
"Lenny Tavárez, Miky Woodz",1295420
"Lenny Tavárez, Paulo Londra",26684639
"Lenny Tavárez, Shadow Blow",47973
"Lenny, Marpo",134207
"Lenuel, Dalex, Alex Rose, Carlitos Rossy",556858
"Leo Aberer, Fritz Jerey",93103
"Leo Ku, Nancy Wu",968165
"Leo Ku, 黃子華",278044
"Leo Luthando, KIKI",37984
"Leo Santana, Anitta",72074419
"Leo Santana, KAROL G",2506
"Leo Stannard, Frances",2032
"Leon Faun, Duffy",2974759
"Leon Machère, Kay One, Tilly",9234671
"Leon Machère, Stard Ova, KALUMA",47055335
"Leon Somov, Justinas Jarutis",4466
"Leona Lewis, Avicii",1070707
"Leonard Pospichal, Thomas Blug, David Readman",2011
"Leo王, 9m88",373473
"Leo王, DJ Didilong",13411
"Leo王, PNC, 9m88",18795
"Leo王, Soft Lipa",363512
"Leo王, 春艷",21578
"Leroy Styles, Anjulie",508026
"Leslie Cheung, Anita Mui",28893
"Leslie Cheung, Elisa Chan",15028
"Leslie Grace, Becky G, CNCO",1676299
"Leslie Grace, Noriel",203751902
"Leslie Shaw, Legarda",364974
"Leslie Shaw, Mau y Ricky",9407196
"Leslie Shaw, Thalia, Farina",318841
"Letón Pé, Piek",1431
"Levante, Max Gazzé",418248
"Levi Belle, Benji Buckz",19333
"Lexa, Gloria Groove",28534852
"Lexa, MC Lan",66052070
"Lhast, Dillaz",2361369
"Lia Harmoni, Steve Obi",5953
"Liak, Myriiio",202610
"Liam Payne, French Montana",1270490
"Liam Payne, J Balvin",189468682
"Liam Payne, Quavo",180690376
"Liba, Trippy Adi",5388
"Lidia, Dessita, Diona",122800
"Lidl Suomi, Mandy",175401
"Lidl Suomi, Nuarieno",84764
"Lido, Unge Ferrari",51187
"Light, Billy Sio, ATC Nico",1433395
"Light, DJ.Silence",42113
"Light, SNIK",4458
"Lijo George, Dj Chetas, Darshan Raval",63845
"Lijpe, Achie Touf, Ismo",447845
"Lijpe, Ardian Bujupi",396473
"Lijpe, Ares",416567
"Lijpe, Boef",2881556
"Lijpe, D-Double",1290429
"Lijpe, Ismo",236029
"Lijpe, JoeyAK",1119304
"Lijpe, S10",833973
"Lijpe, Stijco",3326603
"Lil Baby, Drake",655399643
"Lil Baby, Future",18293237
"Lil Baby, Gunna",47002299
"Lil Baby, Gunna, Lil Uzi Vert",45713235
"Lil Barty, Fy",99067
"Lil Binni, Birnir, Ra:tio",15325
"Lil Busso, Mr. Monkey",50581
"Lil Frakk, D.Koms, Krúbi",6385
"Lil Halima, AMWIN",12572
"Lil J, Alan D, MK",597192
"Lil Jon, Eastside Boyz",112047
"Lil Kira, Fy",1973
"Lil Kleine, Boef",15685531
"Lil Kleine, Bokoesam",7331767
"Lil Kleine, Hef",66456
"Lil Kleine, Jonna Fraser",992373
"Lil Kleine, Josylvio",2451439
"Lil Kleine, Maleek Berry, Frenna",1357868
"Lil Kleine, Mr. Polska",63083
"Lil Kleine, Ronnie Flex",16528274
"Lil Kleine, Snelle",1938036
"Lil Kleine, WizKid",1491330
"Lil Koni, DJ Stephan, Gosei",1809
"Lil Lano, Edo Saiya",7716207
"Lil Lano, Trippie Boi",560709
"Lil Lee, Riiyoo",24008
"Lil Nas X, Billy Ray Cyrus",803692588
"Lil Nas X, Billy Ray Cyrus, Mason Ramsey, Young Thug",27207875
"Lil Nas X, Cardi B",148373700
"Lil Nas X, Travis Barker",2956672
"Lil Peep, ILOVEMAKONNEN",289759
"Lil Peep, Lil Tracy",621035
"Lil Peep, Lil Tracy, Diplo",4986
"Lil Peep, XXXTENTACION",535373115
"Lil PoP, Ypo, Ivan Greko",212723
"Lil Pump, Anuel AA",29439
"Lil Silvio & El Vega, Dalmata",260940
"Lil Uzi Vert, 21 Savage",21029287
"Lil Vinceyy, Guel",732243
"Lil Wayne, Cory Gunz",267738
"Lil Wayne, Swizz Beatz",99828527
"Lil Wayne, The-Dream",554768
"Lil Wayne, Ty Dolla $ign",5947892
"Lil Yachty, 2 Chainz, K$upreme",413347
"Lil Yachty, Cardi B, Offset",7058320
"Lil Yachty, Lil Pump, Offset",1917902
"Lil Yachty, Migos",3531874
"Lil Yachty, Offset, Lil Baby",207519
"Lil Yachty, PnB Rock",4159027
"Lil Yachty, Quavo",969909
"Lil Yachty, Stefflon Don",33848
"Lil Yachty, Trippie Redd",35424330
"Lil Yachty, Ugly God",978739
"Lil Yachty, YoungBoy Never Broke Again",4547069
"Lil Zey, Khontkar",4560189
"Lil Zey, Metth",177069
"Lila, Rat City",1485460
"Lilas ir Innomine, Evgenya Redko",149735
"Lilas ir Innomine, G&G Sindikatas",119315
"Lilas ir Innomine, Radvilas RA",38723
"Lilli Palvalin, Elisa Piispanen",21752
"Lily & Madeleine, Ofenbach",41544
"Lily James, Jessica Keenan Wynn, Alexa Davies",3873501
"Lily James, Jessica Keenan Wynn, Alexa Davies, Celia Imrie",6910707
"Lincktendo, Solo en Sivar",1594
"Linda Pira, Dani M",1297933
"Linda Pira, Masse",615486
"Linda Pira, Z.E",321298
"Linda Vidala, Cherie Mwangi",15653
"Linda Vidala, KingSkurkOne",2065167
"Linda Vidala, OnklP",13247
"Lindiwe Mkhize, Lebo M.",92062
"Linius, Kordas",2098
"Linnea Henriksson, Molly Sandén, Beri, Peg Parnevik, Imenella, Frida Hyvönen",534760
"Lino Golden, Aspy",11785
"Lino Golden, Jo Klass",50869
"Lino Golden, Marko Glass, Renvto",10619
"Lior Narkis, Elia Rosilio",2271
"Lior Narkis, Itay Levi, Vivo",80155
"Lipa, Szpaku",230132
"Lipo, Nela",3528
"Lipta, The Toys",138151
"Lirico En La Casa, Atomic Otro Way",4423
"Lirico En La Casa, Chencho Corleone",45304
"Liro Shaq, La Sabiduria, La Manta, El Alfa",14075
"Lisa Stokke, AURORA",28040
"Lisandro Meza, Los Hijos De La Niña Luz",15736
"Lit Killah, Bizarrap",336631
"Little Big, Tatarka",44055
"Little Mix, Charlie Puth",5049713
"Little Mix, Machine Gun Kelly",7324244
"Little Nell, Patricia Quinn, Richard O'Brien",469335
"Liu, Samantha Machado",8314666
"Liv.e, Earl Sweatshirt",256683
"Livio Cori, Nino D'Angelo",830030
"Lo Blanquito, Leslie Grace",1780
"Lo Blanquito, Messiah",1648
"Lo Blanquito, Mozart La Para",5412
"Lo Blanquito, Sholivery, Beto Pelaez, Soco Francis, Lean, Miguel Duarte, Mike",90386
"Loco, BAEKHYUN",53250
"Loco, Punch",12553
"Locoplaya, InnerCut",884086
"Logi Pedro, Birnir",290428
"Logic, 2 Chainz",6680914
"Logic, Alessia Cara, Khalid",248354072
"Logic, Big Sean",10295678
"Logic, Damian Lemar Hudson",4875582
"Logic, Eminem",52261125
"Logic, Juto",459055
"Logic, Marshmello",201537431
"Logic, Wiz Khalifa",11806384
"Logic, Young Sinatra",7718442
"Logos Timis, El Stefanato",4760
"Logos Timis, Eleuthero Pneuma, Koraki, Tokesick",894737
"Logos Timis, Eleuthero Pneuma, Lobo",820474
"Logos Timis, Koraki, Eleuthero Pneuma, Tokesick",145867
"Logos Timis, Sativa, Koraki, Eleuthero Pneuma, Smok 5",218189
"Loki Wildin', TooYung",18410
"Loko Loko, Daweed Hustle, Pil C",16905
"Lola Indigo, Don Patricio",26759439
"Lola Indigo, Joey Montana, Charly Black",111674
"Lola Indigo, Lalo Ebratt",11957824
"Lola Indigo, Maikel Delacalle, The Rudeboyz",288903
"Lola Indigo, Mala Rodríguez",30921460
"Lola Indigo, Nabález",107271
"Lola Indigo, Rauw Alejandro, Lalo Ebratt",14927691
"Lola Indigo, The Rudeboyz",191431
"Lomepal, Caballero",2685861
"Lomepal, JeanJass",10296386
"Lomepal, Katerine",1431445
"Lomepal, Orelsan",10135888
"Lomepal, Roméo Elvis",50394090
"London On Da Track, A Boogie Wit da Hoodie",70104688
"London Richards, Charlotte Lawrence",7238
"Long3, Baghdad, TRTL",158005
"Long3, Smuggler",21424
"Loote, Joe Jonas",74604
"Lord Est, MEGA-Ertsi",801841
"Lord Est, Meiju Suvas",809097
"Lord Est, Petri Nygård",555731
